repeat,fold,split_id,evaluation,method,accuracy,balanced_accuracy,macro_f1,log_loss,brier
3,1,R3F1,transport_OGTT,Operator-aware logistic EM,0.7920489296636085,0.33205128205128204,0.2951566951566951,0.6052804528247561,0.3315330584404306
3,1,R3F1,canonical_max_severity,Oracle-label logistic,0.654434250764526,0.45342590296718743,0.4365436908965461,0.8299605377510058,0.4952687897533978
3,1,R3F1,transport_HbA1c,Oracle-label logistic,0.6636085626911316,0.3333333333333333,0.2659313725490196,0.6665394933845732,0.41431569030391663
3,1,R3F1,transport_FPG,Oracle-label logistic,0.6391437308868502,0.4454545454545455,0.42970113495269574,0.8182292287670763,0.4899383926679173
3,1,R3F1,transport_OGTT,Oracle-label logistic,0.7951070336391437,0.3333333333333333,0.29528676888131744,0.6137482331194596,0.3371204974746573
3,2,R3F2,canonical_max_severity,GALIATSATOS/PLA-BN TAN,0.549079754601227,0.4104680438013772,0.397088284555406,1.2842181049958954,0.6576987660754774
3,2,R3F2,transport_HbA1c,GALIATSATOS/PLA-BN TAN,0.6809815950920245,0.3661751152073733,0.3424492924772619,0.7194995764012506,0.4377895613822894
3,2,R3F2,transport_FPG,GALIATSATOS/PLA-BN TAN,0.5674846625766872,0.416688287095437,0.4194839149153049,0.9663389055775721,0.5836807311871282
3,2,R3F2,transport_OGTT,GALIATSATOS/PLA-BN TAN,0.7392638036809815,0.3439118457300276,0.3064140517071245,0.7602875469391451,0.4037215927267476
3,2,R3F2,canonical_max_severity,Operator-aware logistic EM,0.5950920245398773,0.44974974974974974,0.4175652851760426,0.8740329346389822,0.5397969274797875
3,2,R3F2,transport_HbA1c,Operator-aware logistic EM,0.6779141104294478,0.3664362519201229,0.34500015351079183,0.6732431504653056,0.41063620628732517
3,2,R3F2,transport_FPG,Operator-aware logistic EM,0.6134969325153374,0.4353362796759023,0.42122391933712694,0.825673715485281,0.5072736875630824
3,2,R3F2,transport_OGTT,Operator-aware logistic EM,0.7361963190184049,0.3305785123966942,0.2831858407079646,0.6851497263833128,0.38551759753600295
